country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United States,Massachusetts,Suffolk County,2021-06-13,-10.0,-10.0,53.0,-29.0,-20.0,0.0
United States,Massachusetts,Suffolk County,2021-06-14,-28.0,-14.0,-42.0,-46.0,-45.0,12.0
United States,Massachusetts,Suffolk County,2021-06-15,-22.0,-8.0,-16.0,-48.0,-45.0,11.0
United States,Massachusetts,Suffolk County,2021-06-16,-20.0,-7.0,4.0,-45.0,-45.0,9.0
United States,Massachusetts,Suffolk County,2021-06-17,-19.0,-2.0,6.0,-45.0,-45.0,9.0
United States,Massachusetts,Suffolk County,2021-06-18,-22.0,-8.0,5.0,-45.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-06-19,-20.0,-7.0,35.0,-31.0,-24.0,-1.0
United States,Massachusetts,Suffolk County,2021-06-20,-15.0,-13.0,43.0,-31.0,-21.0,-2.0
United States,Massachusetts,Suffolk County,2021-06-21,-24.0,-11.0,6.0,-46.0,-49.0,10.0
United States,Massachusetts,Suffolk County,2021-06-22,-30.0,-20.0,-39.0,-49.0,-48.0,13.0
United States,Massachusetts,Suffolk County,2021-06-23,-19.0,-8.0,3.0,-46.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-06-24,-19.0,-6.0,6.0,-45.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-06-25,-22.0,-11.0,-19.0,-44.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-06-26,-14.0,-9.0,42.0,-26.0,-22.0,-1.0
United States,Massachusetts,Suffolk County,2021-06-27,-11.0,-14.0,38.0,-29.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2021-06-28,-20.0,-10.0,5.0,-43.0,-48.0,8.0
United States,Massachusetts,Suffolk County,2021-06-29,-24.0,-17.0,-14.0,-47.0,-50.0,10.0
United States,Massachusetts,Suffolk County,2021-06-30,-24.0,-15.0,-25.0,-45.0,-49.0,10.0
United States,Massachusetts,Suffolk County,2021-07-01,-21.0,-3.0,-26.0,-44.0,-49.0,10.0
United States,Massachusetts,Suffolk County,2021-07-02,-29.0,-9.0,-51.0,-45.0,-50.0,12.0
United States,Massachusetts,Suffolk County,2021-07-03,-31.0,-12.0,-47.0,-35.0,-28.0,5.0
United States,Massachusetts,Suffolk County,2021-07-04,-12.0,-11.0,34.0,-29.0,-31.0,1.0
United States,Massachusetts,Suffolk County,2021-07-05,-19.0,-8.0,40.0,-53.0,-73.0,13.0
United States,Massachusetts,Suffolk County,2021-07-06,-26.0,-11.0,-22.0,-46.0,-50.0,11.0
United States,Massachusetts,Suffolk County,2021-07-07,-23.0,-8.0,-8.0,-44.0,-49.0,10.0
United States,Massachusetts,Suffolk County,2021-07-08,-23.0,-1.0,-26.0,-44.0,-48.0,11.0
United States,Massachusetts,Suffolk County,2021-07-09,-32.0,-20.0,-43.0,-48.0,-49.0,15.0
United States,Massachusetts,Suffolk County,2021-07-10,-13.0,-2.0,25.0,-26.0,-22.0,0.0
United States,Massachusetts,Suffolk County,2021-07-11,-11.0,-12.0,21.0,-25.0,-20.0,1.0
United States,Massachusetts,Suffolk County,2021-07-12,-28.0,-11.0,-36.0,-44.0,-49.0,12.0
United States,Massachusetts,Suffolk County,2021-07-13,-21.0,-7.0,-10.0,-42.0,-48.0,10.0
United States,Massachusetts,Suffolk County,2021-07-14,-19.0,-7.0,-5.0,-42.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-07-15,-17.0,-1.0,16.0,-41.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-07-16,-24.0,-9.0,-8.0,-41.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-07-17,-19.0,-8.0,17.0,-27.0,-23.0,1.0
United States,Massachusetts,Suffolk County,2021-07-18,-21.0,-14.0,-20.0,-28.0,-23.0,3.0
United States,Massachusetts,Suffolk County,2021-07-19,-21.0,-6.0,-15.0,-42.0,-48.0,10.0
United States,Massachusetts,Suffolk County,2021-07-20,-17.0,-7.0,14.0,-42.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-07-21,-20.0,-7.0,-5.0,-42.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-07-22,-13.0,-2.0,13.0,-40.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-07-23,-17.0,-8.0,2.0,-40.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-07-24,-10.0,-5.0,68.0,-20.0,-23.0,-2.0
United States,Massachusetts,Suffolk County,2021-07-25,-16.0,-15.0,-9.0,-28.0,-22.0,2.0
United States,Massachusetts,Suffolk County,2021-07-26,-15.0,-5.0,14.0,-41.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-07-27,-18.0,-12.0,-3.0,-42.0,-46.0,10.0
United States,Massachusetts,Suffolk County,2021-07-28,-13.0,-8.0,1.0,-40.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-07-29,-18.0,-6.0,-18.0,-41.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-07-30,-19.0,-7.0,-2.0,-39.0,-46.0,8.0
United States,Massachusetts,Suffolk County,2021-07-31,-14.0,-6.0,50.0,-24.0,-22.0,-2.0
United States,Massachusetts,Suffolk County,2021-08-01,-12.0,-10.0,37.0,-24.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2021-08-02,-16.0,-4.0,10.0,-40.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-08-03,-10.0,-2.0,4.0,-41.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-08-04,-16.0,-5.0,-17.0,-41.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-08-05,-19.0,-7.0,-38.0,-43.0,-48.0,12.0
United States,Massachusetts,Suffolk County,2021-08-06,-13.0,-5.0,20.0,-37.0,-46.0,8.0
United States,Massachusetts,Suffolk County,2021-08-07,-16.0,-6.0,86.0,-19.0,-23.0,-1.0
United States,Massachusetts,Suffolk County,2021-08-08,-8.0,-10.0,62.0,-20.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2021-08-09,-20.0,-7.0,-9.0,-41.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-08-10,-15.0,-6.0,1.0,-41.0,-46.0,10.0
United States,Massachusetts,Suffolk County,2021-08-11,-16.0,-7.0,7.0,-40.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-08-12,-19.0,-5.0,2.0,-41.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-08-13,-21.0,-9.0,-8.0,-40.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-08-14,-13.0,-7.0,28.0,-24.0,-23.0,0.0
United States,Massachusetts,Suffolk County,2021-08-15,-4.0,-9.0,57.0,-20.0,-21.0,-1.0
United States,Massachusetts,Suffolk County,2021-08-16,-18.0,-6.0,3.0,-40.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-08-17,-18.0,-8.0,-1.0,-42.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-08-18,-18.0,-10.0,-2.0,-41.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-08-19,-27.0,-13.0,-35.0,-45.0,-48.0,12.0
United States,Massachusetts,Suffolk County,2021-08-20,-19.0,-7.0,-16.0,-39.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-08-21,-12.0,2.0,35.0,-21.0,-22.0,-1.0
United States,Massachusetts,Suffolk County,2021-08-22,-42.0,-32.0,-53.0,-45.0,-32.0,10.0
United States,Massachusetts,Suffolk County,2021-08-23,-21.0,-14.0,-33.0,-42.0,-49.0,11.0
United States,Massachusetts,Suffolk County,2021-08-24,-13.0,-11.0,-6.0,-41.0,-47.0,9.0
United States,Massachusetts,Suffolk County,2021-08-25,-14.0,-8.0,4.0,-39.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-08-26,-13.0,-5.0,0.0,-39.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-08-27,-19.0,-10.0,1.0,-39.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-08-28,-11.0,-7.0,26.0,-19.0,-24.0,-1.0
United States,Massachusetts,Suffolk County,2021-08-29,-9.0,-12.0,12.0,-22.0,-21.0,1.0
United States,Massachusetts,Suffolk County,2021-08-30,-15.0,-7.0,-7.0,-40.0,-48.0,9.0
United States,Massachusetts,Suffolk County,2021-08-31,-14.0,-7.0,-6.0,-41.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-09-01,-23.0,-11.0,-45.0,-41.0,-48.0,10.0
United States,Massachusetts,Suffolk County,2021-09-02,-18.0,1.0,-21.0,-40.0,-48.0,10.0
United States,Massachusetts,Suffolk County,2021-09-03,-13.0,-2.0,0.0,-36.0,-47.0,7.0
United States,Massachusetts,Suffolk County,2021-09-04,-6.0,0.0,46.0,-17.0,-24.0,-1.0
United States,Massachusetts,Suffolk County,2021-09-05,-3.0,-9.0,0.0,-25.0,-23.0,1.0
United States,Massachusetts,Suffolk County,2021-09-06,-10.0,-6.0,44.0,-49.0,-73.0,15.0
United States,Massachusetts,Suffolk County,2021-09-07,-15.0,-3.0,-9.0,-38.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-09-08,-15.0,-4.0,-9.0,-39.0,-46.0,8.0
United States,Massachusetts,Suffolk County,2021-09-09,-26.0,-8.0,-48.0,-41.0,-47.0,10.0
United States,Massachusetts,Suffolk County,2021-09-10,-16.0,-5.0,-13.0,-37.0,-44.0,7.0
United States,Massachusetts,Suffolk County,2021-09-11,-10.0,-2.0,36.0,-24.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2021-09-12,-6.0,-8.0,29.0,-22.0,-19.0,1.0
United States,Massachusetts,Suffolk County,2021-09-13,-14.0,-3.0,-8.0,-37.0,-46.0,8.0
United States,Massachusetts,Suffolk County,2021-09-14,-14.0,-5.0,-14.0,-40.0,-45.0,7.0
United States,Massachusetts,Suffolk County,2021-09-15,-18.0,-6.0,-10.0,-39.0,-45.0,7.0
United States,Massachusetts,Suffolk County,2021-09-16,-21.0,-5.0,-25.0,-39.0,-46.0,9.0
United States,Massachusetts,Suffolk County,2021-09-17,-17.0,-8.0,-27.0,-36.0,-45.0,8.0
United States,Massachusetts,Suffolk County,2021-09-18,-6.0,-5.0,32.0,-19.0,-21.0,0.0
United States,Massachusetts,Suffolk County,2021-09-19,-4.0,-10.0,30.0,-19.0,-20.0,1.0
United States,Massachusetts,Suffolk County,2021-09-20,-16.0,-4.0,-7.0,-35.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2021-09-21,-13.0,-9.0,-11.0,-39.0,-43.0,7.0
United States,Massachusetts,Suffolk County,2021-09-22,-15.0,-10.0,-15.0,-38.0,-40.0,8.0
United States,Massachusetts,Suffolk County,2021-09-23,-18.0,-4.0,-14.0,-36.0,-40.0,8.0
United States,Massachusetts,Suffolk County,2021-09-24,-14.0,-10.0,-18.0,-34.0,-40.0,8.0
United States,Massachusetts,Suffolk County,2021-09-25,-5.0,-5.0,26.0,-18.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2021-09-26,-2.0,-12.0,27.0,-20.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2021-09-27,-18.0,-6.0,-10.0,-35.0,-40.0,8.0
United States,Massachusetts,Suffolk County,2021-09-28,-28.0,-18.0,-48.0,-41.0,-40.0,10.0
United States,Massachusetts,Suffolk County,2021-09-29,-17.0,-7.0,-19.0,-39.0,-40.0,7.0
United States,Massachusetts,Suffolk County,2021-09-30,-16.0,-4.0,-22.0,-36.0,-39.0,8.0
United States,Massachusetts,Suffolk County,2021-10-01,-13.0,-4.0,-16.0,-32.0,-39.0,7.0
United States,Massachusetts,Suffolk County,2021-10-02,-7.0,-3.0,26.0,-19.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2021-10-03,-11.0,-9.0,-6.0,-23.0,-17.0,2.0
United States,Massachusetts,Suffolk County,2021-10-04,-24.0,-7.0,-49.0,-37.0,-40.0,10.0
United States,Massachusetts,Suffolk County,2021-10-05,-15.0,-6.0,-30.0,-38.0,-39.0,8.0
United States,Massachusetts,Suffolk County,2021-10-06,-16.0,-7.0,-7.0,-35.0,-38.0,8.0
United States,Massachusetts,Suffolk County,2021-10-07,-17.0,-2.0,-9.0,-34.0,-37.0,7.0
United States,Massachusetts,Suffolk County,2021-10-08,-17.0,-7.0,-15.0,-33.0,-38.0,7.0
United States,Massachusetts,Suffolk County,2021-10-09,-8.0,-5.0,12.0,-19.0,-20.0,0.0
United States,Massachusetts,Suffolk County,2021-10-10,-3.0,-12.0,-4.0,-18.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2021-10-11,-11.0,-9.0,-1.0,-42.0,-60.0,14.0
United States,Massachusetts,Suffolk County,2021-10-12,-18.0,-8.0,-10.0,-35.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2021-10-13,-17.0,-8.0,-6.0,-35.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2021-10-14,-17.0,-3.0,-3.0,-35.0,-36.0,7.0
United States,Massachusetts,Suffolk County,2021-10-15,-17.0,-9.0,-13.0,-33.0,-37.0,7.0
United States,Massachusetts,Suffolk County,2021-10-16,-6.0,-6.0,26.0,-16.0,-18.0,0.0
United States,Massachusetts,Suffolk County,2021-10-17,-8.0,-12.0,0.0,-20.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2021-10-18,-10.0,-6.0,-20.0,-33.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2021-10-19,-13.0,-11.0,-24.0,-37.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2021-10-20,-13.0,-11.0,-13.0,-36.0,-37.0,8.0
United States,Massachusetts,Suffolk County,2021-10-21,-15.0,-5.0,-7.0,-35.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2021-10-22,-14.0,-8.0,-12.0,-32.0,-36.0,7.0
United States,Massachusetts,Suffolk County,2021-10-23,-7.0,-6.0,20.0,-18.0,-18.0,1.0
United States,Massachusetts,Suffolk County,2021-10-24,-7.0,-13.0,0.0,-20.0,-16.0,2.0
United States,Massachusetts,Suffolk County,2021-10-25,-25.0,-13.0,-49.0,-36.0,-38.0,11.0
United States,Massachusetts,Suffolk County,2021-10-26,-29.0,-18.0,-57.0,-43.0,-38.0,12.0
United States,Massachusetts,Suffolk County,2021-10-27,-27.0,-18.0,-56.0,-44.0,-40.0,12.0
United States,Massachusetts,Suffolk County,2021-10-28,-16.0,-1.0,-33.0,-36.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2021-10-29,-18.0,-8.0,-39.0,-35.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2021-10-30,-19.0,-12.0,-40.0,-27.0,-20.0,4.0
United States,Massachusetts,Suffolk County,2021-10-31,-8.0,-7.0,1.0,-23.0,-16.0,2.0
United States,Massachusetts,Suffolk County,2021-11-01,-15.0,-4.0,-26.0,-32.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2021-11-02,-17.0,-4.0,-36.0,-40.0,-36.0,8.0
United States,Massachusetts,Suffolk County,2021-11-03,-20.0,-6.0,-36.0,-39.0,-35.0,9.0
United States,Massachusetts,Suffolk County,2021-11-04,-17.0,-4.0,-27.0,-37.0,-35.0,8.0
United States,Massachusetts,Suffolk County,2021-11-05,-17.0,-9.0,-36.0,-36.0,-35.0,8.0
United States,Massachusetts,Suffolk County,2021-11-06,-10.0,-6.0,-8.0,-22.0,-18.0,2.0
United States,Massachusetts,Suffolk County,2021-11-07,-8.0,-10.0,-19.0,-23.0,-16.0,3.0
United States,Massachusetts,Suffolk County,2021-11-08,-19.0,-5.0,-29.0,-36.0,-34.0,9.0
United States,Massachusetts,Suffolk County,2021-11-09,-16.0,-9.0,-27.0,-39.0,-33.0,8.0
United States,Massachusetts,Suffolk County,2021-11-10,-16.0,-9.0,-32.0,-37.0,-35.0,8.0
United States,Massachusetts,Suffolk County,2021-11-11,-15.0,-4.0,-32.0,-43.0,-50.0,14.0
United States,Massachusetts,Suffolk County,2021-11-12,-27.0,-18.0,-55.0,-39.0,-38.0,12.0
United States,Massachusetts,Suffolk County,2021-11-13,-8.0,-5.0,-6.0,-21.0,-17.0,2.0
United States,Massachusetts,Suffolk County,2021-11-14,-10.0,-12.0,-32.0,-22.0,-16.0,3.0
United States,Massachusetts,Suffolk County,2021-11-15,-22.0,-7.0,-44.0,-36.0,-35.0,9.0
United States,Massachusetts,Suffolk County,2021-11-16,-22.0,-12.0,-47.0,-40.0,-34.0,9.0
United States,Massachusetts,Suffolk County,2021-11-17,-21.0,-11.0,-44.0,-39.0,-35.0,9.0
United States,Massachusetts,Suffolk County,2021-11-18,-17.0,-3.0,-25.0,-36.0,-35.0,8.0
United States,Massachusetts,Suffolk County,2021-11-19,-21.0,-13.0,-49.0,-35.0,-35.0,10.0
United States,Massachusetts,Suffolk County,2021-11-20,-11.0,-7.0,-25.0,-20.0,-16.0,2.0
United States,Massachusetts,Suffolk County,2021-11-21,-10.0,-10.0,-33.0,-22.0,-15.0,3.0
United States,Massachusetts,Suffolk County,2021-11-22,-19.0,-4.0,-46.0,-36.0,-36.0,9.0
United States,Massachusetts,Suffolk County,2021-11-23,-17.0,-2.0,-49.0,-37.0,-38.0,8.0
United States,Massachusetts,Suffolk County,2021-11-24,-9.0,18.0,-48.0,-37.0,-47.0,8.0
United States,Massachusetts,Suffolk County,2021-11-25,-68.0,-56.0,-46.0,-65.0,-86.0,21.0
United States,Massachusetts,Suffolk County,2021-11-26,-36.0,-27.0,-61.0,-55.0,-65.0,17.0
United States,Massachusetts,Suffolk County,2021-11-27,-23.0,-19.0,-43.0,-28.0,-26.0,4.0
United States,Massachusetts,Suffolk County,2021-11-28,-22.0,-21.0,-50.0,-24.0,-20.0,3.0
United States,Massachusetts,Suffolk County,2021-11-29,-25.0,-10.0,-50.0,-35.0,-37.0,9.0
United States,Massachusetts,Suffolk County,2021-11-30,-23.0,-13.0,-53.0,-37.0,-36.0,9.0
United States,Massachusetts,Suffolk County,2021-12-01,-21.0,-10.0,-48.0,-38.0,-36.0,9.0
United States,Massachusetts,Suffolk County,2021-12-02,-20.0,-5.0,-43.0,-38.0,-35.0,9.0
United States,Massachusetts,Suffolk County,2021-12-03,-23.0,-12.0,-50.0,-39.0,-36.0,10.0
United States,Massachusetts,Suffolk County,2021-12-04,-14.0,-7.0,-35.0,-27.0,-16.0,3.0
United States,Massachusetts,Suffolk County,2021-12-05,-17.0,-14.0,-37.0,-25.0,-15.0,4.0
United States,Massachusetts,Suffolk County,2021-12-06,-24.0,-9.0,-47.0,-40.0,-35.0,10.0
United States,Massachusetts,Suffolk County,2021-12-07,-24.0,-13.0,-51.0,-43.0,-34.0,9.0
United States,Massachusetts,Suffolk County,2021-12-08,-26.0,-13.0,-53.0,-43.0,-35.0,10.0
United States,Massachusetts,Suffolk County,2021-12-09,-25.0,-11.0,-51.0,-41.0,-35.0,10.0
United States,Massachusetts,Suffolk County,2021-12-10,-24.0,-12.0,-52.0,-39.0,-35.0,10.0
United States,Massachusetts,Suffolk County,2021-12-11,-20.0,-13.0,-46.0,-28.0,-16.0,4.0
United States,Massachusetts,Suffolk County,2021-12-12,-14.0,-14.0,-40.0,-25.0,-14.0,4.0
United States,Massachusetts,Suffolk County,2021-12-13,-21.0,-7.0,-48.0,-39.0,-36.0,9.0
United States,Massachusetts,Suffolk County,2021-12-14,-21.0,-10.0,-48.0,-40.0,-36.0,9.0
United States,Massachusetts,Suffolk County,2021-12-15,-20.0,-12.0,-48.0,-39.0,-37.0,9.0
United States,Massachusetts,Suffolk County,2021-12-16,-18.0,-6.0,-43.0,-37.0,-37.0,9.0
United States,Massachusetts,Suffolk County,2021-12-17,-19.0,-9.0,-46.0,-37.0,-37.0,9.0
United States,Massachusetts,Suffolk County,2021-12-18,-24.0,-13.0,-52.0,-26.0,-19.0,4.0
United States,Massachusetts,Suffolk County,2021-12-19,-19.0,-17.0,-56.0,-26.0,-18.0,3.0
United States,Massachusetts,Suffolk County,2021-12-20,-20.0,-7.0,-52.0,-39.0,-42.0,9.0
United States,Massachusetts,Suffolk County,2021-12-21,-19.0,-6.0,-51.0,-41.0,-43.0,9.0
United States,Massachusetts,Suffolk County,2021-12-22,-20.0,-5.0,-58.0,-43.0,-46.0,10.0
United States,Massachusetts,Suffolk County,2021-12-23,-17.0,13.0,-56.0,-44.0,-50.0,10.0
United States,Massachusetts,Suffolk County,2021-12-24,-40.0,-1.0,-66.0,-58.0,-71.0,18.0
United States,Massachusetts,Suffolk County,2021-12-25,-81.0,-72.0,-75.0,-59.0,-68.0,14.0
United States,Massachusetts,Suffolk County,2021-12-26,-34.0,-28.0,-54.0,-39.0,-30.0,5.0
United States,Massachusetts,Suffolk County,2021-12-27,-25.0,-12.0,-48.0,-50.0,-58.0,15.0
United States,Massachusetts,Suffolk County,2021-12-28,-26.0,-14.0,-46.0,-50.0,-57.0,15.0
United States,Massachusetts,Suffolk County,2021-12-29,-26.0,-11.0,-44.0,-49.0,-57.0,15.0
United States,Massachusetts,Suffolk County,2021-12-30,-26.0,-2.0,-55.0,-51.0,-58.0,16.0
United States,Massachusetts,Suffolk County,2021-12-31,-26.0,-4.0,-33.0,-53.0,-68.0,21.0
United States,Massachusetts,Suffolk County,2022-01-01,-55.0,-44.0,-51.0,-47.0,-49.0,13.0
United States,Massachusetts,Suffolk County,2022-01-02,-38.0,-25.0,-58.0,-38.0,-28.0,9.0
United States,Massachusetts,Suffolk County,2022-01-03,-37.0,-14.0,-64.0,-49.0,-53.0,17.0
United States,Massachusetts,Suffolk County,2022-01-04,-38.0,-14.0,-60.0,-48.0,-49.0,16.0
United States,Massachusetts,Suffolk County,2022-01-05,-39.0,-14.0,-63.0,-51.0,-49.0,16.0
United States,Massachusetts,Suffolk County,2022-01-06,-34.0,4.0,-56.0,-50.0,-48.0,15.0
United States,Massachusetts,Suffolk County,2022-01-07,-63.0,-48.0,-72.0,-65.0,-64.0,29.0
United States,Massachusetts,Suffolk County,2022-01-08,-40.0,-22.0,-56.0,-41.0,-28.0,10.0
United States,Massachusetts,Suffolk County,2022-01-09,-40.0,-24.0,-62.0,-42.0,-26.0,10.0
United States,Massachusetts,Suffolk County,2022-01-10,-35.0,-11.0,-61.0,-52.0,-45.0,15.0
United States,Massachusetts,Suffolk County,2022-01-11,-49.0,-33.0,-72.0,-62.0,-52.0,19.0
United States,Massachusetts,Suffolk County,2022-01-12,-38.0,-17.0,-59.0,-55.0,-45.0,15.0
United States,Massachusetts,Suffolk County,2022-01-13,-34.0,-10.0,-51.0,-53.0,-44.0,14.0
United States,Massachusetts,Suffolk County,2022-01-14,-37.0,-16.0,-63.0,-51.0,-43.0,15.0
United States,Massachusetts,Suffolk County,2022-01-15,-39.0,-28.0,-66.0,-44.0,-27.0,9.0
United States,Massachusetts,Suffolk County,2022-01-16,-34.0,-25.0,-58.0,-45.0,-23.0,8.0
United States,Massachusetts,Suffolk County,2022-01-17,-39.0,-24.0,-60.0,-60.0,-64.0,20.0
United States,Massachusetts,Suffolk County,2022-01-18,-37.0,-21.0,-61.0,-51.0,-42.0,13.0
United States,Massachusetts,Suffolk County,2022-01-19,-34.0,-17.0,-55.0,-51.0,-42.0,13.0
United States,Massachusetts,Suffolk County,2022-01-20,-37.0,-17.0,-59.0,-53.0,-41.0,14.0
United States,Massachusetts,Suffolk County,2022-01-21,-38.0,-24.0,-65.0,-53.0,-40.0,14.0
United States,Massachusetts,Suffolk County,2022-01-22,-32.0,-21.0,-54.0,-43.0,-21.0,7.0
United States,Massachusetts,Suffolk County,2022-01-23,-32.0,-25.0,-51.0,-42.0,-20.0,7.0
United States,Massachusetts,Suffolk County,2022-01-24,-34.0,-19.0,-55.0,-51.0,-38.0,12.0
United States,Massachusetts,Suffolk County,2022-01-25,-34.0,-21.0,-56.0,-53.0,-39.0,12.0
United States,Massachusetts,Suffolk County,2022-01-26,-35.0,-19.0,-60.0,-53.0,-40.0,12.0
United States,Massachusetts,Suffolk County,2022-01-27,-32.0,-4.0,-60.0,-51.0,-39.0,12.0
United States,Massachusetts,Suffolk County,2022-01-28,-31.0,13.0,-61.0,-48.0,-38.0,11.0
United States,Massachusetts,Suffolk County,2022-01-29,-87.0,-83.0,-81.0,-86.0,-72.0,26.0
United States,Massachusetts,Suffolk County,2022-01-30,-48.0,-46.0,-59.0,-48.0,-29.0,11.0
United States,Massachusetts,Suffolk County,2022-01-31,-36.0,-23.0,-59.0,-44.0,-41.0,13.0
United States,Massachusetts,Suffolk County,2022-02-01,-32.0,-20.0,-60.0,-48.0,-38.0,11.0
United States,Massachusetts,Suffolk County,2022-02-02,-31.0,-13.0,-56.0,-48.0,-38.0,11.0
United States,Massachusetts,Suffolk County,2022-02-03,-32.0,-8.0,-59.0,-48.0,-38.0,10.0
United States,Massachusetts,Suffolk County,2022-02-04,-52.0,-38.0,-75.0,-61.0,-51.0,21.0
United States,Massachusetts,Suffolk County,2022-02-05,-32.0,-21.0,-61.0,-38.0,-21.0,6.0
United States,Massachusetts,Suffolk County,2022-02-06,-30.0,-25.0,-59.0,-39.0,-19.0,6.0
United States,Massachusetts,Suffolk County,2022-02-07,-32.0,-16.0,-60.0,-48.0,-37.0,11.0
United States,Massachusetts,Suffolk County,2022-02-08,-31.0,-18.0,-59.0,-50.0,-37.0,11.0
United States,Massachusetts,Suffolk County,2022-02-09,-30.0,-16.0,-52.0,-48.0,-37.0,10.0
United States,Massachusetts,Suffolk County,2022-02-10,-28.0,-11.0,-49.0,-46.0,-37.0,10.0
United States,Massachusetts,Suffolk County,2022-02-11,-28.0,-14.0,-48.0,-44.0,-37.0,10.0
United States,Massachusetts,Suffolk County,2022-02-12,-15.0,-7.0,-7.0,-31.0,-19.0,3.0
